domain,role_family,target_role,competency,related_skills,candidate_answer,star_relevance_score,technical_accuracy_score,evidence_level,final_answer_quality_label
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Saya pernah ikut tim mengerjakan Functional Edge Case Test Design pakai test case design, qa fundamentals, black box testing, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.22,0.5,2,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Saya pernah ikut tim mengerjakan Functional Edge Case Test Design pakai test case design, qa fundamentals, black box testing, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.2,0.45,2,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Pada proyek terakhir terkait Defect Reporting Lifecycle Management, saya bertanggung jawab penuh menggunakan bug tracking, jira, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.95,1.0,4,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Pada proyek terakhir terkait Defect Reporting Lifecycle Management, saya bertanggung jawab penuh menggunakan bug tracking, jira, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.96,0.92,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Pada proyek terakhir terkait Defect Reporting Lifecycle Management, saya bertanggung jawab penuh menggunakan bug tracking, jira, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.99,0.97,4,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Pada proyek terakhir terkait Defect Reporting Lifecycle Management, saya bertanggung jawab penuh menggunakan bug tracking, jira, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,0.89,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Pada proyek terakhir terkait Defect Reporting Lifecycle Management, saya bertanggung jawab penuh menggunakan bug tracking, jira, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.92,0.94,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Saya pernah ikut tim mengerjakan Defect Reporting Lifecycle Management pakai bug tracking, jira, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.33,0.34,2,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Saya pernah ikut tim mengerjakan Defect Reporting Lifecycle Management pakai bug tracking, jira, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.15,0.35,1,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Saya pernah ikut tim mengerjakan Defect Reporting Lifecycle Management pakai bug tracking, jira, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.11,0.33,1,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Saya pernah ikut tim mengerjakan Defect Reporting Lifecycle Management pakai bug tracking, jira, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.12,0.29,1,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Defect Reporting Lifecycle Management,"bug tracking, jira, software testing","Saya pernah ikut tim mengerjakan Defect Reporting Lifecycle Management pakai bug tracking, jira, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.27,0.36,1,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Pada proyek terakhir terkait Exploratory Verification Methodology, saya bertanggung jawab penuh menggunakan black box testing, qa fundamentals, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.96,4,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Pada proyek terakhir terkait Exploratory Verification Methodology, saya bertanggung jawab penuh menggunakan black box testing, qa fundamentals, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.92,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Pada proyek terakhir terkait Exploratory Verification Methodology, saya bertanggung jawab penuh menggunakan black box testing, qa fundamentals, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.93,4,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Pada proyek terakhir terkait Exploratory Verification Methodology, saya bertanggung jawab penuh menggunakan black box testing, qa fundamentals, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.98,0.88,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Pada proyek terakhir terkait Exploratory Verification Methodology, saya bertanggung jawab penuh menggunakan black box testing, qa fundamentals, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,0.96,4,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Saya pernah ikut tim mengerjakan Exploratory Verification Methodology pakai black box testing, qa fundamentals, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.2,0.32,1,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Saya pernah ikut tim mengerjakan Exploratory Verification Methodology pakai black box testing, qa fundamentals, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.33,0.22,2,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Saya pernah ikut tim mengerjakan Exploratory Verification Methodology pakai black box testing, qa fundamentals, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.41,0.33,1,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Saya pernah ikut tim mengerjakan Exploratory Verification Methodology pakai black box testing, qa fundamentals, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.42,0.48,2,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Exploratory Verification Methodology,"black box testing, qa fundamentals, software testing","Saya pernah ikut tim mengerjakan Exploratory Verification Methodology pakai black box testing, qa fundamentals, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.2,0.43,1,LOW_QUALITY
